zoneid,areatype05,areatype10,areatype15,areatype20,areatype30,areatype35,areatype40,ciacre05,ciacre10,ciacre15,ciacre20,ciacre30,ciacre35,ciacre40,resacre05,resacre10,resacre15,resacre20,resacre30,resacre35,resacre40,sfdu05,sfdu10,sfdu15,sfdu20,sfdu30,sfdu35,sfdu40,mfdu05,mfdu10,mfdu15,mfdu20,mfdu30,mfdu35,mfdu40,terminal05,terminal10,terminal15,terminal20,terminal30,terminal35,terminal40,oprkcst05,oprkcst10,oprkcst15,oprkcst20,oprkcst30,oprkcst35,oprkcst40,prkcst05,prkcst10,prkcst15,prkcst20,prkcst30,prkcst35,prkcst40,FID
92,3,3,3,3,3,3,3,75,75,75,75,75,75,75,83,83,83,83,83,83,83,891,887,887,887,888,890,890,145,145,145,145,145,145,145,1.76804,4.01497,5.1368,4.65356,5.04459,5.15897,5.20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
93,3,3,3,3,3,3,3,1,1,1,1,1,1,1,110,109,109,109,109,109.16104,109.16104,1058,1024,1024,1024,1024,1027,1027,3069,3373,3373,3373,3373,3373,3373,2.20923,2.2388,2.30413,2.33753,2.38194,2.40269,2.42817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
94,2,2,2,2,2,2,2,5,5,5,5,5,5,5,36,36,36,36,36,36,36,305,250,250,250,250,250,250,1089,1153,1153,1153,1204,1204,1207,3.33384,3.21657,3.41718,3.46074,3.60795,3.64041,3.6647,61,61,61,61,61.25381,61.97295,62.14216,0,0,0,0,0,0,0,352
95,3,3,3,3,3,3,3,3,3,3,3,3,3,3,51,51,51,51,51,51,51,688,618,618,618,618,618,618,832,897,897,897,897,897,897,2.3169,2.82552,3.24494,3.1796,3.34209,3.4025,3.45179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
96,3,3,3,3,3,3,3,1,1,1,1,1,1,1,44,44,44,44,44,44,44,558,559,559,559,559,559,559,656,707,707,707,707,707,707,2.22265,2.14824,2.23257,2.27321,2.32549,2.34762,2.37471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
97,3,3,3,3,3,3,3,5,5,5,5,5,5,5,47,47,47,47,47,47,47,491,449,449,449,445,445,445,1199,1326,1326,1326,1352,1352,1356,2.654,3.01839,3.09335,3.24574,3.31889,3.32004,3.3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
98,3,3,3,3,3,3,3,5,5,5,5,5,5,5,61,60,60.06543,60.06543,60.77782,60.77782,60.77782,577,507,507,507,508,508,508,1407,1539,1549,1549,1595,1595,1595,2.53609,2.46145,2.65477,2.6706,2.74264,2.76117,2.77879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
99,2,2,2,2,2,2,2,4,4,4,4,4,4,4,38,38,38,38,38,38.1731,38.1731,237,19,19,19,19,19,19,1975,2131,2131,2131,2180,2256,2304,3.40768,3.48107,3.74661,3.78892,3.99416,4.09057,4.16935,68,85.54839,102.04769,101.76157,111.87096,114.92286,117.11641,0,0,0,0,0,0,0,357
100,1,1,1,1,1,1,1,19,19,19,19,19,19,19,26,27,27,27,27.26657,28.78928,29.22819,125,91,91,91,89,89,83,1644,1812,1812,1812,2106,2470,2682,4.40645,4.55712,4.97035,4.91678,5.29575,5.49084,5.61976,68,80.30618,94.95461,91.34828,93.83926,93.02132,91.19956,0,0,0,0,0,0,0,358
359,4,4,4,4,4,4,4,38,38,38,38,38,38,38,337,337,337,337,337,337,337.21381,1435,1334,1334,1334,1334,1334,1335,132,126,126,126,126,126,126,1.16813,1.15121,1.15579,1.17133,1.17195,1.16902,1.16902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
360,4,4,4,4,4,4,4,54,54,54,54,54,54,54,345,345,345,345,345,345,345.42447,1550,1506,1506,1506,1506,1506,1506,626,601,601,601,601,601,616,1.21506,1.19772,1.21771,1.22537,1.24084,1.24725,1.25329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
361,4,4,4,4,4,4,4,10,10,10,10,10,10,10,454,454,454,454,454,454,454.13379,1690,1745,1745,1745,1745,1745,1746,734,753,753,753,753,753,753,1.22309,1.23436,1.25387,1.26489,1.2797,1.28454,1.29032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
362,3,3,3,3,3,3,3,160,160,160,160,160,160,160,359,366,366,366,366,366,366,1483,1918,1918,1918,1918,1918,1918,231,310,310,310,310,310,409,1.64817,1.30034,1.35379,1.35719,1.38404,1.39159,1.40493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
363,4,4,4,4,4,4,4,25,25,25,25,25,25,25,201,200,200,200,200,200,200,771,708,708,708,708,708,708,369,356,356,356,356,356,356,1.23499,1.23935,1.25584,1.26732,1.27591,1.27686,1.27553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
364,4,4,4,4,4,4,4,33,33,33,33,33,33,33,189,189,189,189,189,189,189,667,476,476,476,476,476,476,268,255,255,255,255,255,255,1.22549,1.12888,1.1474,1.15549,1.17049,1.17575,1.17989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
365,3,3,3,3,3,3,3,40,40,40,40,40,40,40,112,112,112.95833,112.95833,113.40077,113.40077,114.83189,315,332,332,332,332,332,332,1309,1373,1541,1541,1568,1568,1665,1.59449,1.43594,1.46164,1.52316,1.53495,1.53697,1.55717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
366,4,4,4,4,4,4,4,144,144,144,144,144,144,144,181,181.7672,182.78603,182.78603,182.78603,183.13593,183.13593,938,1001,1001,1001,1001,1001,1001,1056,1103,1157,1157,1157,1183,1183,1.52527,1.45633,1.53395,1.53839,1.57702,1.58928,1.5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366
367,4,4,4,4,4,4,4,73,73,73,73,73,73,73,409,409,409,409,409.67914,409.67914,409.67914,1466,1499,1499,1499,1499,1499,1499,954,977,977,977,1003,1003,1003,1.27401,1.25835,1.26695,1.28603,1.30018,1.30192,1.30516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
368,5,5,5,5,5,5,5,28,28,28,28,28,28,28,1953,1936,1936,1936,1936,1936,1936,1434,1488,1488,1488,1488,1541,1541,35,36,36,36,36,36,36,0.95425,0.95007,0.95105,0.95206,0.9525,0.9518,0.95223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
369,4,4,4,4,4,4,4,36,36,36,36,36,36,36,588,588,588,588,588,588,588,1485,1729,1729,1729,1729,1729,1729,226,362,443,443,443,443,443,1.10723,1.18297,1.21386,1.2217,1.23202,1.23267,1.23163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
370,4,4,4,4,4,4,4,114,114,114,114,114,114,114,431,431.215,431.215,431.215,431.37363,431.37363,432.42935,1189,1273,1273,1273,1273,1273,1277,491,542,542,542,555,567,567,1.38949,1.4338,1.53168,1.53124,1.55823,1.55979,1.5577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370
371,4,4,4,4,4,4,4,49,49,49,49,49,49,49,372,372,374.46701,374.46701,374.46701,374.46701,374.53476,1014,1128,1128,1128,1128,1126,1126,117,132,563,563,563,571,575,1.25232,1.23588,1.33898,1.33541,1.35836,1.36397,1.36617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
372,3,3,3,3,3,3,3,166,166,166,166,166,166,166,82,87.17859,87.17859,91.94579,91.94579,91.94579,93.23376,624,731,731,731,731,731,731,1665,2205,2205,3316,3316,3432,4377,1.76612,1.84808,2.36245,2.28951,2.51744,2.63653,2.87963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
373,4,4,4,4,4,4,4,61,61,61,61,61,61,61,189,190,190,190,190,190,190,884,995,995,995,995,995,995,222,259,259,259,259,259,259,1.32505,1.23311,1.24341,1.2603,1.28284,1.2891,1.29998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
374,2,2,2,2,2,2,2,227,227,227,227,227,227,227,158,160.0513,160.91795,160.91795,160.91795,160.91795,160.91795,299,306,306,306,306,350,356,931,1119,1192,1192,1192,1192,1189,1.48844,1.65385,1.77147,1.78553,1.8396,1.85394,1.85945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
375,4,4,4,4,4,4,4,6,6,6,6,6,6,6,131,131,131,131,131,139.18214,139.18214,448,519,519,519,519,746,770,1256,1535,1833,1833,1833,1833,1833,1.39099,1.4551,1.5382,1.55575,1.57881,1.60227,1.61729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
376,4,4,4,4,4,4,4,100,100,100,100,100,100,100,257,257,257,257,258.98883,259.03552,259.03552,1096,968,968,968,965,965,992,903,943,943,943,1135,1138,1138,1.35546,1.3082,1.33247,1.36388,1.41369,1.42388,1.43986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
377,4,4,4,4,4,4,4,127,129,129,129,129,129,129,259,266.82248,266.82248,266.82248,266.98477,267.27725,284.54657,727,876,876,876,835,835,820,1440,1868,2037,2037,2397,3710,6361,1.30454,1.23976,1.27409,1.29934,1.35095,1.4682,1.66708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
378,3,3,3,3,3,3,3,82,82,82,82,82,82,82,148,151.21446,150.87688,150.87688,159.2589,160.4975,161.99304,495,548,545,545,525,525,523,768,1081,1081,1081,1882,2047,2223,1.97203,2.18179,2.4523,2.43793,2.49622,2.52459,2.55916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
379,3,3,3,3,3,3,3,33,33,33,33,33,33,33,191,191.80243,192.97873,192.97873,193.50703,193.50703,193.50703,779,761,761,761,753,760,765,1535,1683,1888,1888,1936,1936,1941,1.53244,1.42591,1.50473,1.52305,1.54683,1.5557,1.60426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
380,3,3,3,3,3,3,3,19,19,19,19,19,19,19,79,80.93222,80.93222,80.93222,81.98082,81.98082,81.98082,56,7,7,7,7,7,7,2044,2258,2258,2258,2306,2306,2306,1.86645,1.88543,1.93088,1.96103,1.99633,2.08628,2.11595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
381,4,4,4,4,4,4,4,18,18,18,18,18,18,18,396,396.96149,396.96149,396.96149,399.7626,399.7626,400.29086,1424,1525,1525,1525,1525,1525,1525,747,857,1021,1021,1156,1156,1185,1.26859,1.28893,1.35082,1.36615,1.41866,1.43562,1.45355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
382,4,4,4,4,4,4,4,30,30,30,30,30,30,30,168,168,168,168,168,168,170.16704,808,838,838,838,838,838,852,308,311,311,311,311,311,468,1.408,1.20476,1.23984,1.25645,1.28316,1.31009,1.35812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
383,4,4,4,4,4,4,4,59,59,59,59,59,59,59,234,234,234,234,234,234,234.19899,688,716,716,716,716,716,717,50,53,53,53,53,53,53,1.42679,1.45328,1.55915,1.54031,1.58866,1.6022,1.60863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
384,4,4,4,4,4,4,4,17,17,17,17,17,17,17,618,618,618,618,618,618,618,1506,1576,1576,1576,1576,1576,1576,11,12,12,12,12,12,12,1.06997,1.06876,1.07605,1.08042,1.08403,1.08405,1.08341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
385,5,5,5,5,5,5,5,5,5,5,5,5,5,5,503,503,503,503,503,503,503,965,983,983,983,983,983,983,0,0,0,0,0,0,0,1.03257,1.03162,1.04082,1.04384,1.04552,1.04609,1.04631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385
386,4,4,4,4,4,4,4,15,15,15,15,15,15,15,358,360,360,360,360,360,360,1100,1134,1134,1134,1134,1134,1134,0,0,0,0,0,0,0,1.07251,1.06249,1.06466,1.07002,1.07281,1.07307,1.07309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386
387,4,4,4,4,4,4,4,10,10,10,10,10,10,10,442,442,442,442,442,442,442,1281,1318,1318,1318,1318,1318,1318,26,26,26,26,26,26,26,1.07055,1.09988,1.11775,1.12079,1.12949,1.13177,1.13308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387
388,4,4,4,4,4,4,4,100,100,100,100,100,100.76241,103.38211,762,762,762,762,762,762,762,2073,2164,2164,2164,2164,2164,2163,26,27,27,27,27,27,27,1.09713,1.14071,1.16907,1.17024,1.18358,1.18648,1.18662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388
389,4,4,4,4,4,4,4,95,95,95,95,95,95,95,420,420,420,420,420.31778,420.31778,420.31778,1424,1426,1426,1426,1426,1426,1426,500,490,490,490,504,504,504,1.1508,1.19736,1.22714,1.24424,1.26062,1.43489,1.47644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
390,3,3,3,3,3,3,3,85,86,86,86,86,86,86,155,155,155,155,155.23282,155.4894,155.4894,737,774,772,772,757,757,753,713,732,751,751,1051,1063,1607,1.23029,1.25801,1.26022,1.29755,1.36013,1.36504,1.45566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
391,4,4,4,4,4,4,4,37,37,37,37,37,37,37,277,280.0947,280.76041,280.76041,284.10394,290.02158,290.16852,738,855,855,855,855,1049,1206,2121,2585,2705,2705,2873,3067,3061,1.34471,1.43974,1.52553,1.5305,1.58877,1.63497,1.66502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
392,4,4,4,4,4,4,4,17,17,17,17,17,17,17,79,79,79,79,79.51867,79.51867,79.51867,127,0,0,0,0,0,0,2025,2029,2029,2029,2087,2087,2087,1.89746,1.85605,1.91973,1.95944,2.00425,2.60415,2.73438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392
393,4,4,4,4,4,4,4,54,54,54,54,54,54,54,181,185.09615,185.09615,185.09615,185.09615,185.09615,185.09615,567,646,646,646,646,646,646,1071,1325,1325,1325,1325,1325,1325,1.31899,1.38785,1.4206,1.44692,1.48847,1.4907,1.51357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
394,3,3,3,3,3,3,3,86,86,86,86,86,86,86,205,205.16771,205.16771,205.16771,205.16771,208.11038,208.11038,1211,1211,1211,1211,1211,1211,1211,219,330,330,330,330,1093,1093,1.40512,1.68875,1.83353,1.82766,1.88419,1.999,2.00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
395,3,3,3,3,3,3,3,174,198.84868,201.05991,201.05991,201.05991,201.05991,201.05991,213,217,217,217,217,217,217,623,623,623,623,623,656,656,1626,1731,1731,1731,1731,1731,1731,1.56612,1.49041,1.63512,1.62865,1.72983,1.77152,1.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
396,2,2,2,2,2,2,2,239,244.09274,244.09274,239,239,239,239,2,2,2,2,2,2,2,6,1,1,0,0,0,0,17,3,3,0,0,0,0,1.84386,1.35891,1.86321,1.58487,1.76424,1.83798,1.89855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
397,3,3,3,3,3,3,3,237,239,239,239,239,239,239,52,56,70.31186,77.90582,77.90582,77.90582,77.86789,338,360,360,360,360,360,361,293,307,899,1947,1947,1971,1973,1.86637,1.53374,1.66243,1.7506,1.7697,1.76579,1.75698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397
398,4,4,4,4,4,4,4,102,102,102,102,102,102,102,88,95,99.59797,99.59797,101.47195,102.92654,102.92654,573,696,695,695,675,646,644,495,597,677,677,851,1135,1263,1.35281,1.45456,1.51613,1.44139,1.39874,1.39992,1.37612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
399,3,3,3,3,3,3,3,287,287,287,287,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93576,1.78095,1.96822,2.12258,2.30177,2.34814,2.41859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
400,4,4,4,4,4,4,4,6,6,6,6,6,6,7.8046,245,251.39874,252.15584,252.15584,252.15584,252.15584,252.15584,770,734,734,734,734,734,734,1178,1287,1322,1322,1322,1322,1506,1.27617,1.24124,1.26225,1.27941,1.3,1.30844,1.34889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400
551,4,4,4,4,4,4,4,85,85,85.53605,85.53605,85,85,85,223,223,223,223,232.32158,249.08714,254.83092,1152,961,961,961,877,855,842,1146,951,951,951,2747,4461,5137,1.65172,1.4794,1.50763,1.5317,1.8705,2.12831,2.23031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
552,3,3,3,3,3,3,3,14,14,14,14,14,14,14,125,125,125,125,125,125,125,616,635,635,635,627,621,621,535,624,624,624,678,720,772,1.57228,1.48365,1.47988,1.51033,1.56888,1.60255,1.65381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
553,3,3,3,3,3,3,3,18,18,18,18,18,18,18,114,117.50225,117.50225,117.50225,117.50225,117.50225,117.65591,634,715,715,715,707,707,707,452,481,481,481,521,533,544,1.61613,1.53059,1.55175,1.5866,1.64426,1.66485,1.68853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403
554,3,3,3,3,3,3,3,25,25,25,25,25,25,25,154,154,154,154,155.3466,155.69075,156.79851,661,755,755,755,749,749,747,586,677,677,677,828,854,952,1.5093,1.46363,1.54426,1.54105,1.61408,1.62692,1.65511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404
555,3,3,3,3,3,3,3,72,72,72,72,72,72,72,165,165.2672,165.2672,165.2672,166.47215,166.7291,169.82301,832,819,819,819,795,795,795,1939,1858,1858,1858,2485,2525,2926,1.68367,1.59384,1.65412,1.66581,1.81879,1.82604,1.89478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
556,1,1,1,1,1,1,1,37,37,37,37,37,37,37,24,24,24,24,24,24,24,82,21,21,21,21,21,21,676,658,658,658,658,658,658,2.3316,3.09224,3.24663,3.2013,3.25763,3.27252,3.28059,126,395.23776,502.35831,468.29315,510.97714,522.87946,529.44623,45,141.15634,179.41368,167.24756,182.49184,186.74266,189.08795,406
557,1,1,1,1,1,1,1,158,158,158,158,158,158,158,21,21,21,21,22.90421,23.01063,24.47488,153,226,226,226,226,226,226,1512,2002,2852,2852,3114,3129,3320,3.47514,3.13023,3.29608,3.28555,3.35166,3.37081,3.38291,126,126,126,126,126,126,126,45,45,45,45,45,45,45,407
558,1,1,1,1,1,1,1,229,233,233,233,233,233,233.68181,47,48.81429,49.0439,49.0439,51.35562,55.53268,56.64371,434,579,579,579,542,540,518,891,2440,3408,3408,4106,5221,6063,3.94855,3.76702,3.94265,4.02243,4.0157,4.24449,4.28451,275.29355,265,272.83734,307.93509,304.81097,430.98465,457.85971,63.36946,61,62.80407,70.88317,70.16403,99.20779,105.39412,408
559,4,4,4,4,4,4,4,48,48,48,48,48,48,48,287,287,287,287,288.3931,288.3931,290.3515,1345,1394,1394,1394,1379,1379,1420,357,385,385,385,695,695,787,1.26429,1.23817,1.26772,1.27857,1.34245,1.34876,1.37053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
560,3,3,3,3,3,3,3,18,18,18,18,18,18,18,172,172.38312,173.31691,173.31691,176.18225,180.51199,181.93002,679,653,653,653,640,638,633,616,806,1131,1131,2176,2976,3360,4.25406,4.52606,4.67219,4.65789,4.64831,4.629,4.60107,126,187.16154,233.30176,228.32454,225.05125,218.5943,209.58148,40,59.41637,74.06405,72.48399,71.44484,69.39502,66.53381,410
561,4,4,4,4,4,4,4,184,184,184,184,184,184,184,90,91,91,91,98.94473,102.15369,108.16779,693,859,859,859,807,803,785,503,663,663,663,1786,2201,2990,1.31632,1.3286,1.34933,1.34793,1.52423,1.58122,1.69075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
501,4,4,4,4,4,4,4,9,9,9,9,9,9,9,301,301,301,301,301,301,301,1330,1341,1341,1341,1341,1341,1341,88,90,90,90,90,90,90,1.17216,1.14512,1.16282,1.17379,1.19046,1.19564,1.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
451,4,4,4,4,4,4,4,28,30,30,30,30,30,30,382,415.34967,415.34967,415.34967,415.34967,415.34967,415.34967,1508,1815,1815,1815,1815,1815,1815,503,695,695,695,695,695,695,1.18541,1.23365,1.27009,1.27757,1.30178,1.31042,1.31716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
562,4,4,4,4,4,4,4,32,32,32,32,32,32,32,105,105,105,105,106.93976,106.93976,107.46611,768,741,741,741,730,730,716,546,603,603,603,969,969,1131,1.82416,1.60639,1.62155,1.65771,1.83303,1.8318,1.89907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
563,4,4,4,4,4,4,4,928,932,932,932,932,932,932,384,387,387,387,396.86758,443.08612,463.23935,1016,1119,1119,1119,1119,1120,1132,3109,3385,3385,3385,4039,8728,12082,1.71919,1.47483,1.56422,1.55926,1.63022,1.77484,1.87931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
564,4,4,4,4,4,4,4,167,175,175,175,175,175,175,256,305.48038,305.48038,305.48038,305.48038,305.48038,305.48038,884,1167,1167,1167,1167,1211,1211,1320,1831,1831,1831,1831,1831,1831,1.29802,1.38296,1.40571,1.4318,1.47029,1.48435,1.49302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
565,4,4,4,4,4,4,4,23,23,23,23,23,23,23,165,185,185,185,185,190.82008,190.82008,543,681,681,681,681,681,824,1280,1550,1550,1550,1550,1981,1974,1.49836,1.68816,1.68135,1.76848,1.8053,1.87001,1.89418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
566,4,4,4,4,4,4,4,110,110,110,110,110,110,110,316,433.62454,433.62454,433.62454,433.62454,433.62454,433.62454,197,318,318,318,319,322,322,1525,4859,4859,4859,4859,4859,4859,1.20229,1.37821,1.36118,1.38832,1.43353,1.44061,1.44606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418
567,4,4,4,4,4,4,4,222,222,222,222,222,222,222,133,290.91519,290.91519,290.91519,292.90073,292.9263,292.9263,434,645,645,645,645,912,912,1046,1686,1686,1686,2313,2297,2607,1.36031,1.27881,1.27966,1.2992,1.39343,1.42917,1.47148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
568,4,4,4,4,4,4,4,28,28,28,28,28,28,28,248,269,269,269,271.75879,273.65976,276.82327,1283,1421,1421,1421,1431,1485,1496,664,792,792,792,1023,1023,1063,1.51928,1.4623,1.46933,1.49344,1.56989,1.58495,1.59827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
569,3,3,3,3,3,3,3,10,10,10,10,10,10,10,113,113,113,113,113,113,113,855,860,860,860,860,860,860,192,202,202,202,202,202,202,1.73364,1.59222,1.61198,1.63347,1.67815,1.6919,1.70251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
570,3,3,3,3,3,3,3,19,19,19,19,19,19,19,104,104,104,104,104,104,104,566,579,579,579,579,579,579,537,564,564,564,564,564,564,1.70474,1.69616,1.68617,1.70335,1.72896,1.73441,1.74551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
571,4,4,4,4,4,4,4,8,8,8,8,8,8,8,156,156,156,156,156,156,156,820,888,888,888,888,888,888,54,59,59,59,59,59,59,1.36858,1.32581,1.45307,1.44271,1.56359,1.61735,1.67347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423
572,4,4,4,4,4,4,4,54,54,54,54,54,54,54,196,196,196,196,196,196,196,987,940,940,940,940,940,940,23,22,22,22,22,22,22,1.32446,1.25997,1.26351,1.27855,1.29019,1.2941,1.29321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424
573,4,4,4,4,4,4,4,5,5,5,5,5,5,5,211,215,215,215,215,215,215,1120,1029,1029,1029,1029,1029,1029,8,7,7,7,7,7,7,1.27979,1.236,1.25867,1.27105,1.29524,1.30082,1.3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
574,4,4,4,4,4,4,4,22,22,22,22,22,22,22,151,164.49188,164.49188,164.49188,165.4837,165.4837,165.78693,628,619,619,619,619,1086,1176,590,726,726,726,802,801,824,1.47344,1.43605,1.45705,1.47054,1.53326,1.70559,1.74314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426
575,4,4,4,4,4,4,4,29,29,29,29,29,29,29,142,155,155,155,155,155,155,954,952,952,952,952,952,952,8,7,7,7,7,7,7,1.45086,1.40672,1.44619,1.4796,1.52188,1.53602,1.54983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
576,4,4,4,4,4,4,4,29,29,29,29,29,29,29,223,227,227,227,227,227,227,1182,1134,1134,1134,1134,1134,1134,0,0,0,0,0,0,0,1.31494,1.25801,1.283,1.29007,1.31902,1.32861,1.32847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428
577,3,3,3,3,3,3,3,21,21,21,21,21,21,21,199,199,199,199,199,199,199,1062,1024,1024,1024,1024,1024,1024,84,82,82,82,82,82,82,1.37181,1.3434,1.36194,1.38004,1.40393,1.41048,1.41606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429
578,3,3,3,3,3,3,3,45,45,45,45,45,45,45,199,218,218,218,218,218.03154,229.17853,891,888,888,888,888,889,1149,1475,1528,1528,1528,1528,3564,3564,1.64063,1.52429,1.5318,1.56899,1.59915,2.0985,2.1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430
579,4,4,4,4,4,4,4,77,101.76068,101.76068,101.76068,101.76068,101.76068,101.76068,56,62,62,62,62,62,62,362,396,396,396,396,396,396,306,378,378,378,378,378,378,1.55793,1.5212,1.59507,1.63088,1.72514,1.76211,1.80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
580,3,3,3,3,3,3,3,82,82,82,82,82,82,82,70,72,72,72,72,72,72,251,276,276,276,276,276,276,788,830,830,830,830,830,830,1.68978,1.62898,1.6452,1.6816,1.73696,1.75347,1.77287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
581,3,3,3,3,3,3,3,6,6,6,6,6,6,6,139,141,141,141,141,141,141,612,683,683,683,683,683,683,437,507,507,507,507,507,507,1.63193,1.70896,1.70604,1.71854,1.75107,1.75364,1.76766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
582,4,4,4,4,4,4,4,40,40,40,40,40,40,40,272,273,273,273,277.2088,277.2088,281.48877,1044,1095,1095,1095,1095,1095,1095,667,733,733,733,1546,1546,2325,1.49098,1.65597,1.69382,1.74133,1.91938,1.91388,2.05952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
583,4,4,4,4,4,4,4,199,199,199,199,199,199,199,327,333,333,333.18289,343.71686,348.61795,353.81085,1129,1102,1102,1101,1101,1101,1101,355,356,356,664,1490,1875,2282,1.43295,1.40106,1.47523,1.42414,1.45841,1.45916,1.4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
584,4,4,4,4,4,4,4,182,182,182,182,182,182,182,182,184,184,184,184,184,184,626,630,630,630,655,655,655,253,264,264,56,56,56,56,1.25683,1.17943,1.19184,1.15895,1.17811,1.18259,1.18672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436
585,3,3,3,3,3,3,3,19,19,19,19,19,19,19,141,138,138,138,138,138,138,953,862,862,862,862,862,862,96,94,94,94,94,94,94,1.62891,1.49972,1.54008,1.55845,1.5969,1.61128,1.6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
586,4,4,4,4,4,4,4,78,78,78,78,78,78,78.03122,196,196,196,196,196,196,196,1122,1204,1204,1204,1204,1204,1204,-1,0,0,0,0,0,0,1.40989,1.40403,1.42424,1.44317,1.47202,1.47334,1.4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
587,4,4,4,4,4,4,4,9,9,9,9,9,9,9,84,84,84,84,84,84,84,366,379,379,379,379,379,379,2,1,1,1,1,1,1,1.37406,1.37184,1.37839,1.40581,1.43102,1.43462,1.43258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
