zoneid,areatype05,areatype10,areatype15,areatype20,areatype30,areatype35,areatype40,ciacre05,ciacre10,ciacre15,ciacre20,ciacre30,ciacre35,ciacre40,resacre05,resacre10,resacre15,resacre20,resacre30,resacre35,resacre40,sfdu05,sfdu10,sfdu15,sfdu20,sfdu30,sfdu35,sfdu40,mfdu05,mfdu10,mfdu15,mfdu20,mfdu30,mfdu35,mfdu40,terminal05,terminal10,terminal15,terminal20,terminal30,terminal35,terminal40,oprkcst05,oprkcst10,oprkcst15,oprkcst20,oprkcst30,oprkcst35,oprkcst40,prkcst05,prkcst10,prkcst15,prkcst20,prkcst30,prkcst35,prkcst40,FID
993,4,4,4,4,4,4,4,67,67,67,67,67,67,67,95,95,95,95,95.36564,98.59747,99.85057,661,786,786,786,782,778,774,743,376,376,376,413,629,774,1.6115,1.49136,1.51802,1.52416,1.5447,1.58132,1.60454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111
994,4,4,4,4,4,4,4,16,16,16,16,16,16,16,59,59,59.27046,59.27046,59.27046,59.27046,59.60334,432,572,572,572,572,572,572,373,375,584,584,591,591,635,1.41118,1.51707,1.65012,1.66278,1.70784,1.71445,1.75458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112
995,4,4,4,4,4,4,4,26,26,26,26,26,26,26,94,94,94,94,94.44177,94.44177,94.54037,440,470,470,470,471,471,474,1043,1100,1100,1100,1115,1115,1115,1.66711,1.65789,1.67219,1.70647,1.73401,1.73429,1.73582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113
996,3,3,3,3,3,3,3,60,60,60,60,60,60,60,133,134,134,134,135.31429,136.87895,137.98297,899,972,972,972,964,958,953,906,951,951,951,1112,1276,1375,1.45615,1.4438,1.46668,1.49434,1.5574,1.59498,1.62179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114
997,3,3,3,3,3,3,3,16,16,16,16,16,16,16,60,60,60,60,60.07148,60.07148,60.24149,359,384,384,384,378,374,362,366,365,365,365,387,404,447,1.37674,1.38973,1.39651,1.40532,1.42268,1.44186,1.46193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115
998,3,3,3,3,3,3,3,37,37,37,37,37,37,37,194,194,194.18324,194.18324,194.62868,194.67747,194.67747,1356,1407,1406,1406,1369,1365,1354,1160,1175,1335,1335,1546,1573,1638,1.68502,1.57575,1.62617,1.67207,1.73367,1.74387,1.75865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116
999,3,3,3,3,3,3,3,25,25,25,25,25,25,25,114,113,113,113,113,113.43381,113.43381,561,598,598,598,598,596,591,324,306,306,306,332,372,392,1.62732,2.48133,2.64707,2.66275,2.78158,2.80328,2.80204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117
1000,3,3,3,3,3,3,3,37,37,37,37,37,37,37,124,125,125,125,125.27149,126.64333,126.64333,906,967,967,967,948,936,925,903,884,884,884,975,1174,1213,1.58042,1.59449,1.6255,1.6432,1.65862,1.6877,1.68046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
1011,3,3,3,3,3,3,3,69,69,69,69,69,69,69,79,79.17865,79.17865,79.17865,81.37387,81.8073,81.95782,505,611,611,611,611,611,611,875,1079,1079,1079,1154,1169,1174,1.89224,2.01898,2.18903,2.16852,2.2275,2.23546,2.23857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119
1159,4,4,4,4,4,4,4,138,138,138,138,138,138,138,547,544,545.24243,545.24243,545.24243,545.24243,570.18414,819,784,785,785,785,785,822,47,48,48,48,48,48,48,1.09625,1.05995,1.09013,1.08153,1.09524,1.09959,1.09731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120
1160,4,4,4,4,4,4,4,358,358,358,358,358,358,358,852,852,852,852,852,852,858.46796,1806,1819,1819,1819,1819,1819,1843,46,47,47,47,47,47,47,0.9962,0.99489,0.99996,1.00159,1.00381,1.00453,1.00478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121
1161,4,4,4,4,4,4,4,372,372,372,372,372,372,372,2253,2282,2629.2063,2629.2063,2629.2063,2629.2063,2630.04419,3492,3586,4386,4386,4386,4386,4388,461,489,489,489,489,489,518,1.10596,1.08595,1.08763,1.08906,1.09147,1.09209,1.09278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122
1162,4,4,4,4,4,4,4,21,21,21,21,21,21,21,145,149,149,149,149,149,149,350,357,357,357,357,357,357,124,130,130,130,130,130,130,1.23494,1.1662,1.20564,1.2065,1.2168,1.21811,1.21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123
1163,4,4,4,4,4,4,4,22,22,22,22,22,22,22,529,530,530,530,530,532.84436,532.84436,1327,1307,1307,1307,1307,1311,1311,13,12,12,12,12,12,12,1.04384,1.03441,1.04101,1.04449,1.04986,1.05127,1.05375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124
1164,5,5,5,5,5,5,5,26,26,26,26,26,26,26,1465,1516,1516,1516,1516,1516,1516,1877,2060,2060,2060,2060,2060,2060,8,9,9,9,9,9,9,0.99254,0.9834,0.98346,0.98746,0.98633,0.98457,0.98302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125
1165,5,5,5,5,5,5,5,46,46,46,46,46,46,46,2124,2208,2208,2208,2208,2208,2208,2300,2609,2609,2609,2609,2609,2609,165,120,120,120,120,120,120,0.98319,0.97272,0.9763,0.9782,0.97912,0.97869,0.9783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126
1166,4,4,4,4,4,4,4,67,67,67,67,67,67,67,2403,2384,2384,2384,2384,2384,2387.927,3985,3994,3994,3994,3994,3994,4000,31,32,32,32,32,32,32,1.01664,1.01143,1.01759,1.0205,1.02214,1.0225,1.02291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127
1167,4,4,4,4,4,4,4,57,57,57,57,57,57,57,1420,1470,1470,1470,1487.72119,1488.9425,1489.25305,4046,4107,4107,4107,4369,4374,4379,41,41,41,41,41,41,41,1.0723,1.04294,1.04829,1.04949,1.05935,1.06068,1.06236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128
1168,3,3,3,3,3,3,3,460,475,475,475,475,475,475,666,661.12,661.12,672.40881,684.26099,689.97888,724.00208,2149,2053,2053,2053,2064,2170,2836,1435,1518,1643,2132,2550,2550,2550,2.09709,2.02433,2.08964,2.3204,2.30759,2.68657,2.7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129
1169,4,4,4,4,4,4,4,113,113,113,113,113,113,113,570,570,570,570,570,578.0304,578.0304,1952,2182,2182,2182,2182,2405,2405,177,205,205,205,205,205,205,1.29313,1.28868,1.31631,1.32154,1.32372,1.30401,1.30451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130
1170,4,4,4,4,4,4,4,184,195,195,195,195,195,195,552,606,606,606,606,614.92981,618.76337,1744,2082,2082,2082,2082,2239,2306,1119,1376,1376,1376,1376,1376,1376,1.4969,1.52244,1.56806,1.57582,1.58162,1.58393,1.58997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131
1171,4,4,4,4,4,4,4,62,72,72,72,72,72,72,842,885,885,885,885,885.19714,885.19714,2361,2649,2649,2649,2649,2953,2953,217,244,244,244,244,112,112,1.1043,1.1209,1.13091,1.12702,1.13649,1.14987,1.15348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132
1172,4,4,4,4,4,4,4,46,46,46,46,46,46,46,299,299,299,299,299,299,299,1817,1638,1638,1638,1638,1638,1638,554,501,501,501,501,501,501,1.41703,1.28053,1.31303,1.31313,1.3316,1.33971,1.3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133
1173,4,4,4,4,4,4,4,65,65,65,65,65,65,65,285,285,285,285,285,285,285,1491,1355,1355,1355,1355,1355,1355,16,13,13,13,13,13,13,1.21675,1.1644,1.17704,1.18714,1.1972,1.19997,1.20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134
1174,4,4,4,4,4,4,4,67,67,67,67,67,67,67,420,420,420,420,420,420,420,1969,1745,1745,1745,1745,1745,1745,236,243,243,243,243,243,243,1.18206,1.15065,1.16535,1.16219,1.17291,1.17697,1.18088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135
1175,4,4,4,4,4,4,4,192,1039.7229,1039.7229,1039.7229,1039.7229,1039.7229,1039.7229,714,752,768.06818,768.06818,768.13739,773.81384,776.88672,2890,3369,3769,3769,3770,3853,3886,1121,1178,1178,1178,1178,1178,1178,1.23683,1.15764,1.20812,1.19794,1.21428,1.21675,1.2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136
1176,5,5,5,5,5,5,5,473,485,485,485,485,485,485,2893,5624.64453,5666.63379,5666.63379,5666.75684,5670.8877,5673.40381,5474,12944,13444,13444,13445,13489,13506,130,731,731,731,731,731,731,1.03518,1.05751,1.06686,1.066,1.07176,1.07378,1.07606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137
1177,4,4,4,4,4,4,4,1741,1782,1782,1782,1782,1782,1782,1415,1971,1971,1971,1971,2045.74731,2066.94336,4041,7186,7186,7186,7186,7965,8122,179,190,190,190,190,190,190,0.99811,1.01371,1.01658,1.0225,1.02874,1.03361,1.03257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138
1178,4,4,4,4,4,4,4,217,237.01509,237.01509,237.01509,236,236,236,2530,2641,2641,2641,2694.00879,2952.21167,3093.94873,11579,12680,12680,12680,13957,17013,18283,527,490,490,490,490,2302,2382,1.17719,1.19171,1.21152,1.22672,1.2636,1.31572,1.3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139
1179,4,4,4,4,4,4,4,154,157.99748,157.99748,157.99748,157.99748,157.46669,158.86081,2217,2761.78223,2761.78223,2761.78223,2793.59497,2814.43188,2863.84814,3473,5162,5162,5162,5218,5749,6150,691,794,794,794,800,1003,1321,1.10364,1.07655,1.08201,1.09543,1.1028,1.1172,1.12719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
1180,4,4,4,4,4,4,4,123,134,134,134,134,134,134,1262,1546,1546,1546,1546.14783,1587.15051,1599.54297,2929,4323,4323,4323,4346,4426,4515,194,110,110,110,110,115,543,1.0554,1.05811,1.06166,1.0722,1.08238,1.08225,1.10009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141
1181,5,5,5,5,5,5,5,61,76,76,76,76,76,76,176,187,187,187,187,187,187,1004,999,999,999,999,999,999,681,657,657,657,657,657,657,1.24671,1.16657,1.18022,1.19275,1.22308,1.22736,1.23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142
1182,4,4,4,4,4,4,4,597,597,597,597,597,597,597,753,782,782,782,861.19257,874.20929,901.09698,3199,3247,3247,3247,3341,3579,4222,315,365,365,365,3559,3678,3678,1.08632,1.07116,1.07041,1.08516,1.23251,1.23884,1.25804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143
1183,4,4,4,4,4,4,4,839,840.04901,840.04901,840.04901,840.04901,839.04407,839.04407,570,504,504,504,504,544.64856,614.10919,1198,952,952,952,952,952,952,190,58,58,58,58,1563,4167,1.00995,0.97438,0.97721,0.984,0.98867,1.04038,1.11926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144
1184,4,4,4,4,4,4,4,57,59,59,59,59,59,59,623,591,591,591,603.1131,603.1131,603.87903,1393,1363,1363,1363,1470,1470,1475,-1,0,0,0,0,0,0,1.04602,1.03739,1.04344,1.05045,1.06333,1.06474,1.06544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145
1185,4,4,4,4,4,4,4,84,84,84,84,84,84,84,1634,1886,1886,1886,1886,1890.41113,1891.0061,3758,4867,4867,4867,4867,4875,4881,38,50,50,50,50,50,50,1.04695,1.0811,1.0875,1.09993,1.1101,1.1114,1.11241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146
1186,4,4,4,4,4,4,4,94,106.77197,106.77197,106.77197,106.77197,106.77197,106.77197,1109,1120,1120,1120,1120,1131.39868,1131.39868,4639,5036,5036,5036,5036,5084,5084,334,374,374,374,374,374,374,1.23205,1.1868,1.21101,1.22078,1.24447,1.24737,1.25277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147
1187,4,4,4,4,4,4,4,128,128,128,128,128,128,128,499,499,499,499,499,499,499,2567,2378,2378,2378,2378,2379,2379,209,199,199,199,199,199,199,1.23431,1.21534,1.23268,1.25362,1.27732,1.28285,1.28756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148
1188,4,4,4,4,4,4,4,260,260,260,260,260,260,260,367,366,366,366,366,371.78629,371.78629,2406,2276,2276,2276,2276,2291,2291,799,784,784,784,784,784,784,1.25015,1.21122,1.21585,1.2349,1.26047,1.264,1.27057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149
1189,4,4,4,4,4,4,4,743,789,789,789,789,789,789,200,195,195,195,216.61328,216.72876,217.91978,1622,1544,1544,1544,1847,1854,1878,931,929,929,929,929,929,929,1.38489,1.22434,1.25395,1.27515,1.31308,1.32172,1.32998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150
1190,3,3,3,3,3,3,3,33,33,33,33,33,33,33,102,102,102,102,102,102,102.27553,377,200,200,200,200,200,205,1300,1375,1375,1375,1375,1375,1375,1.64061,1.61091,1.59349,1.63374,1.66083,1.6637,1.66461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151
1191,4,4,4,4,4,4,4,62,62,62,62,62,62,62,201,201,201,201,201,201,201,1426,1370,1370,1370,1370,1370,1370,492,496,496,496,496,496,496,1.35503,1.30577,1.30701,1.33055,1.34736,1.34654,1.3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152
1192,4,4,4,4,4,4,4,36,36,36,36,36,36,36.14066,205,205,205,205,205,205,205,1505,1356,1356,1356,1356,1356,1356,8,7,7,7,7,7,7,1.33767,1.2491,1.25502,1.26717,1.28498,1.28637,1.2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
1193,4,4,4,4,4,4,4,97,97,97,97,97,97,97,384,375,375,375,379.09076,379.09076,379.09076,1730,1380,1380,1380,1460,1460,1460,1287,1284,1284,1284,1284,1284,1284,1.30429,1.21599,1.23296,1.24863,1.27809,1.28297,1.29138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154
1194,4,4,4,4,4,4,4,83,83,83,83,83,83,83,280,280,280,280,280,280,280,1457,1295,1295,1295,1295,1295,1295,252,231,231,231,231,231,231,1.17778,1.17263,1.18081,1.18639,1.19775,1.19864,1.19933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155
1195,4,4,4,4,4,4,4,49,49,49,49,49,49,49,1283,1717,1717,1717,2107.47778,2599.09644,2622.88843,3425,5425,5425,5425,6180,7954,7991,67,0,0,0,0,0,0,1.08438,1.09923,1.10893,1.11734,1.10769,1.10836,1.10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156
1196,4,4,4,4,4,4,4,52,52,52,52,52,52,52,501,546,546,546,546,546.93335,547.48474,1450,1775,1775,1775,1775,1780,1783,793,928,928,928,928,928,928,1.12559,1.13101,1.13863,1.14409,1.16205,1.16566,1.16914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157
1197,3,3,3,3,3,3,3,149,149,162.64436,162.64436,162.64436,162.64436,162.64436,84,88,88,88,88,88,88,630,696,696,696,696,696,696,402,467,467,467,467,467,467,1.55512,1.41828,1.44212,1.45929,1.5057,1.51995,1.53101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158
1198,4,4,4,4,4,4,4,227,227,227,227,227,227,227,166,167,167,167,167,167,167.09283,861,902,902,902,902,902,903,512,554,554,554,554,554,554,1.23531,1.22284,1.24507,1.26315,1.28882,1.29377,1.2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159
1199,4,4,4,4,4,4,4,334,334,334,334,334,334,334,296,293,293,293,307.92212,319.22549,335.96146,1483,1564,1564,1564,1560,1560,1560,1254,1311,1311,1311,2005,2489,3341,1.32736,1.25826,1.27257,1.28562,1.34452,1.36899,1.41666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160
1200,4,4,4,4,4,4,4,1205,1205,1205,1205,1205,1205,1205,643,628,628,628,628,628.37006,628.92938,2478,2349,2349,2349,2349,2351,2362,521,505,505,505,505,505,505,1.00761,0.98899,0.99223,0.99526,1.00064,1.00161,1.00311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161
1012,3,3,3,3,3,3,3,31,31,31,31,31,31,31,151,151,151,151,151,151,151,949,1037,1037,1037,1037,1037,1037,1084,1132,1132,1132,1132,1132,1132,1.48444,1.50515,1.51228,1.54242,1.56624,1.56988,1.57407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162
1013,3,3,3,3,3,3,3,67,67,67,67,67,67,67,90,90,90,90,90,90.06721,90.21267,1014,1173,1173,1173,1173,1173,1173,523,569,569,569,569,576,608,1.35721,1.38947,1.39746,1.42513,1.44339,1.4489,1.45948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163
1014,2,2,2,2,2,2,2,467,487.10733,487,487,487,487,487,6,7.93909,8.23184,8.23184,9.8431,9.98162,10.90269,283,376,376,376,376,382,390,305,277,405,405,577,575,656,2.36279,2.32832,2.58714,2.60486,2.72457,2.74417,2.74599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164
1015,3,3,3,3,3,3,3,64,64,64,64,64,64,64,50,50,50,50,50,50.15025,50.93782,415,442,442,442,442,445,445,719,700,700,700,700,700,746,1.65852,1.58404,1.6119,1.63751,1.65574,1.6488,1.66337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165
1016,3,3,3,3,3,3,3,30,30,30,30,30,30,30,153,153,153,153,153.31529,154.53271,154.67998,976,1115,1115,1115,1115,1133,1133,854,879,879,879,913,957,974,1.54992,1.54687,1.58924,1.60678,1.64907,1.66338,1.67216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166
1017,3,3,3,3,3,3,3,13,13,13,13,13,13,13,162,162,162,162,162,162,162,922,1055,1055,1055,1055,1055,1056,1172,1131,1131,1131,1131,1131,1131,1.76005,1.84046,1.92558,1.94574,1.97238,1.97562,1.97601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167
1018,1,1,1,1,1,1,1,78,78,78,78,78,78,78,53,55.0041,57.10205,57.10205,59.0647,59.34556,60.22108,38,105,105,105,91,91,91,1465,2750,3455,4083,5035,5133,5472,4.09682,4.23324,4.34746,4.35465,4.38686,4.38835,4.38137,83.06611,102.11288,121.35295,122.67955,128.79419,129.08412,127.73116,136.02075,167.20985,198.71545,200.88776,210.9005,211.37524,209.15977,1168
1019,1,1,1,1,1,1,1,405,406,406,406,406,406,406,13,13,13,13,13,13,13,17,7,7,7,7,7,7,16,6,6,6,6,6,6,3.36481,3.87448,4.01806,4.01801,4.01821,4.01824,4.0216,35,69.99897,87.04137,87.03539,87.06129,87.06528,87.50967,131,261.99615,325.78342,325.76102,325.85797,325.87289,327.53619,1169
1020,1,1,1,1,1,1,1,25,25,27.00003,27.00003,27.00003,27.00003,27.00003,91,91,91,91,91,91,91,289,250,250,250,250,250,250,1358,1356,1356,1356,1356,1356,1356,4.00229,3.47295,3.54522,3.54661,3.59634,3.60568,3.60695,35,35,35,35,35,35,35,131,131,131,131,131,131,131,1170
1021,2,2,2,2,2,2,2,65,65,65,65.62984,65.38627,65.49798,65.49798,49,49.18596,49.18596,49.18596,49.42953,49.42953,49.42953,204,290,290,290,290,290,290,1811,2140,2140,2140,2440,2440,2461,3.72169,3.42179,3.59368,3.64198,3.77974,3.78953,3.86868,44.4992,44,44,44,48.61331,49.34287,55.6544,68.77149,68,68,68,75.12965,76.25716,86.01134,1171
1022,3,3,3,3,3,3,3,24,24,24,24,24,24,24,78,79,79,79,79,79.14912,79.14912,686,770,770,770,770,773,773,935,907,907,907,907,907,907,1.73704,1.64145,1.64503,1.68746,1.7143,1.71853,1.71928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172
1023,3,3,3,3,3,3,3,59,59,59,59,59,59,59,105,105,105,113.87312,114.03383,114.24586,114.24586,825,824,824,824,827,827,827,767,722,722,1666,1673,1696,1696,1.43747,1.51867,1.58924,1.74598,1.78717,1.79252,1.81071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173
1024,3,3,3,3,3,3,3,48,48,48,48,48,48,48,80,80,80,80,80.37276,80.37276,80.37276,596,712,712,712,712,715,715,513,558,558,558,622,628,628,1.51383,1.51994,1.53698,1.57179,1.61317,1.62032,1.62113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174
1025,4,4,4,4,4,4,4,45,45,45,45,45,45,45,156,157,157,157,157.11972,157.23018,157.55872,1233,1302,1302,1302,1302,1302,1307,505,454,454,454,467,479,479,1.3868,1.39096,1.41905,1.42985,1.45247,1.45565,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175
1026,4,4,4,4,4,4,4,29,29,29,29,29,29,29,104,104,104,104,104,104,104,698,745,745,745,745,745,745,217,195,195,195,195,195,195,1.35265,1.34096,1.36724,1.38964,1.40577,1.40616,1.40539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176
1027,2,2,2,2,2,2,2,25,25,25,25,25,25,25,112,113,113,113,113,113,113.84263,560,604,604,604,604,604,623,1026,987,987,987,987,987,987,3.53958,3.5599,3.65692,3.67482,3.69822,3.69664,3.68824,44,44,47.85154,49.17647,50.96359,50.84034,50.19328,68,68,73.95238,76,78.76192,78.57143,77.57143,1177
1028,4,4,4,4,4,4,4,27,27,27,27,27,27,27,312,313,313,313,313,313,313,1321,1401,1401,1401,1401,1401,1401,338,272,272,272,272,272,272,1.14614,1.12509,1.13986,1.14695,1.15814,1.16109,1.16524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178
1029,4,4,4,4,4,4,4,9,9,9,9,9,9,9,354,358,358,358,358,358,358,1508,1525,1525,1525,1525,1525,1532,96,72,72,72,72,72,72,1.13048,1.09549,1.10726,1.11049,1.11369,1.11578,1.11657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179
1030,4,4,4,4,4,4,4,4,4,4,4,4,4,4,178,178,178,178,178,178.11819,178.11819,819,880,880,880,880,881,881,25,6,6,6,6,6,6,1.15956,1.14729,1.158,1.16989,1.1781,1.17905,1.18216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180
1031,4,4,4,4,4,4,4,5,5,5,5,5,5,5,302,302,302,302,302,302,302,1447,1539,1539,1539,1539,1539,1539,7,8,8,8,8,8,8,1.18298,1.16329,1.17627,1.18485,1.19425,1.19889,1.20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181
1032,4,4,4,4,4,4,4,3,3,3,3,3,3,3,111,111,111,111,111,111,111,611,647,647,647,647,647,647,59,46,46,46,46,46,46,1.30109,1.2669,1.28768,1.30252,1.31254,1.31246,1.31284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182
1033,4,4,4,4,4,4,4,31,31,31,31,31,31,31,216,216,216,216,216,216,216,1501,1564,1564,1564,1564,1564,1564,192,161,161,161,161,161,161,1.45659,1.42496,1.45565,1.47098,1.4811,1.47682,1.47171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183
1034,4,4,4,4,4,4,4,13,13,13,13,13,13,13,181,181,181,181,181,181.34657,181.34657,1148,1251,1251,1251,1251,1251,1251,122,112,112,112,112,126,126,1.34794,1.33232,1.34869,1.36852,1.37533,1.37567,1.3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184
1035,3,3,3,3,3,3,3,19,19,19,19,19,19,19,95,95,95,95,95,95,95,787,804,804,804,804,804,804,145,137,137,137,137,137,137,1.44704,1.4713,1.50873,1.51309,1.5384,1.54134,1.54149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185
1036,3,3,3,3,3,3,3,50,50,50,50,50,50,50,59,59,59,59,59.34077,59.75196,59.75196,670,690,690,690,690,690,690,590,498,498,498,521,545,545,1.59821,1.57324,1.62711,1.6372,1.6564,1.66318,1.67179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186
1037,4,4,4,4,4,4,4,38,38,38,38,38,38,38,56,56,56,56,56.28436,56.28436,56.39941,607,667,667,667,667,667,665,342,339,339,339,356,356,366,1.62016,1.55412,1.59458,1.61203,1.6422,1.64557,1.6483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187
1038,3,3,3,3,3,3,3,42,42,42,42,42,42,42,57,71,71,71,71,71,71,20,49,49,49,49,49,49,618,1136,1136,1136,1136,1136,1136,1.70958,1.7717,1.88005,1.86903,1.92047,1.93726,1.94767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188
1039,3,3,3,3,3,3,3,15,16,16,16,16,16,16,93,94,94,94,94.37434,94.37434,95.21523,689,776,776,776,776,776,776,1393,936,936,936,966,966,1012,2.08382,2.0393,2.09261,2.13195,2.17202,2.17739,2.17852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189
1040,4,4,4,4,4,4,4,10,10,10,10,10,10,10,30,30,30,30,30.3428,30.43026,30.43026,195,137,137,137,147,149,149,620,674,674,674,674,680,680,2.00904,1.86823,1.90579,1.95623,1.98576,2.00825,2.01823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190
1041,3,3,3,3,3,3,3,58,58,58,58,58,58,58,60,60,63.13114,66.26884,66.7639,67.63902,67.63902,585,574,574,574,580,584,584,336,353,481,806,818,850,852,1.41219,1.58666,1.69168,1.68959,1.62837,1.58706,1.54469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191
1042,4,4,4,4,4,4,4,25,25,25,25,25,25,25,82,82,82,82,82,82,82,779,799,799,799,799,799,799,5,0,0,0,0,0,0,1.37837,1.37901,1.37388,1.41191,1.42058,1.41849,1.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192
1043,4,4,4,4,4,4,4,39,39,39,39,39,39,39,173,174,174,174,174,174,174,1066,1097,1097,1097,1097,1097,1097,36,37,37,37,37,37,37,1.17467,1.17155,1.18727,1.20009,1.21355,1.21702,1.21976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193
1044,4,4,4,4,4,4,4,4,4,4,4,4,4,4,142,143,143,143,143,143,143,1015,1042,1042,1042,1042,1042,1042,29,30,30,30,30,30,30,1.32599,1.23751,1.24697,1.25947,1.26473,1.26426,1.26233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194
1045,4,4,4,4,4,4,4,49,49,49,49,49,49,49,238,242,242,242,242,242.40569,242.40569,1093,1160,1160,1160,1160,1162,1162,24,25,25,25,25,25,25,1.08106,1.10863,1.12079,1.12696,1.1356,1.1373,1.1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195
1046,4,4,4,4,4,4,4,12,12,12,12,12,12,12,155,156,156,156,156,156,156,892,939,939,939,939,939,939,30,32,32,32,32,32,32,1.17349,1.17425,1.17645,1.19357,1.20067,1.20292,1.20476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196
1047,3,3,3,3,3,3,3,39,39,39,39,39,39,39,94,94.69667,95.28259,95.28259,95.952,98.01173,98.01173,733,859,859,859,857,858,861,275,387,417,417,460,546,546,1.45561,1.49303,1.56914,1.56901,1.61689,1.64731,1.65689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197
1048,4,4,4,4,4,4,4,20,20,20,20,20,20,20,90,90,90,90,91.57981,91.81537,91.81537,731,737,737,737,743,745,745,445,465,465,465,526,533,533,1.54056,1.44034,1.47515,1.48514,1.53037,1.53741,1.54655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198
