InputID,TargetID,Distance
"1392",RICH,76477.9011197139
"751",FRMT,8049.00685167001
"874",OAKL,972.359398150442
"875",COLS,1567.38363419162
"1136",PHIL,435.233631209615
"1145",WCRK,377.115557049444
"1146",WCRK,1771.6001668923
"1201",PITT,2998.38777360832
"1270",PITT,30506.6794688796
"1250",NCON,24903.9588894141
"1262",NCON,27114.2715239769
"1264",NCON,29130.9550563862
"1259",PITT,28345.3897201354
"1258",PITT,28263.2212080028
"1257",PITT,28124.3644092701
"1255",PITT,26207.9736604511
"1253",PITT,26555.3458057839
"1256",PITT,27227.0215668164
"1280",PITT,38483.8229978387
"1329",RICH,45709.9436973366
"1328",RICH,50504.4506931816
"1337",RICH,52195.6755094437
"1344",RICH,54740.7422467578
"1347",RICH,56887.287116785
"1346",RICH,55586.594312644
"1394",RICH,78493.7462532979
"1396",RICH,78789.6703956658
"1286",PITT,47202.4381532178
"1279",PITT,42696.2912314823
"1278",PITT,36187.7140944048
"1277",PITT,35655.0765831108
"1284",PITT,37193.3068280167
"1274",PITT,36018.1714312987
"1341",RICH,51475.1820773839
"1349",RICH,59979.8535274141
"1348",RICH,59744.9358533311
"1350",RICH,56781.0443253938
"1358",RICH,63280.4676947606
"1397",RICH,85519.0091998933
"1399",RICH,87472.4312708005
"2",MONT,357.687974180857
"4",MONT,93.6808755000257
"10",CIVC,305.327585709125
"11",POWL,349.46825810639
"14",EMBR,238.044182431262
"16",EMBR,631.537850895277
"17",EMBR,1103.34844870014
"19",CIVC,1039.23969493931
"1273",PITT,34862.558981722
"1282",PITT,40500.1717844056
"1283",PITT,38369.5813970527
"1287",PITT,46605.0032709509
"1289",PITT,48391.3479277411
"1352",RICH,58032.0876089673
"1361",RICH,64281.1571157658
"1363",RICH,66396.796284047
"1356",RICH,65251.395114744
"1362",RICH,64670.1488485694
"1365",RICH,65499.3353652312
"21",POWL,591.829551219888
"22",EMBR,382.306726415994
"108",CIVC,1771.69126833713
"109",MONT,1581.98797607405
"110",MONT,2223.46444233886
"216",SSAN,323.57617401944
"395",FRMT,19738.9142375972
"397",FRMT,19802.8095466636
"399",FRMT,18863.7386217887
"406",FRMT,16814.5306004107
"408",FRMT,20277.3893973854
"411",FRMT,16148.6256652171
"417",FRMT,16487.1641811272
"418",FRMT,16979.4396160793
"428",FRMT,19736.8861692941
"429",FRMT,19845.8811450306
"1323",RICH,39283.651008483
"1320",RICH,43060.9760050958
"1319",RICH,45568.3539889699
"1333",RICH,40435.0271101857
"939",19TH,2510.73892686044
"939",19TH_N,2510.73892686044
"974",ROCK,1724.93646119625
"914",ROCK,3227.62050573504
"920",FTVL,4517.77896981581
"921",FTVL,3523.9781848128
"938",LAKE,3327.68694213757
"944",LAKE,1132.40859364752
"935",LAKE,1961.73304495496
"931",FTVL,2604.59969952285
"933",FTVL,2015.84027017458
"928",FTVL,1234.88337784593
"927",FTVL,784.112637161353
"930",FTVL,2261.72914824439
"910",FTVL,3673.45708949666
"908",FTVL,3602.90872379356
"905",FTVL,1308.92199091163
"897",FTVL,1616.11467835591
"898",COLS,1684.57882137242
"902",COLS,3184.91716601476
"901",COLS,2995.60071902398
"889",COLS,2578.29696374876
"890",COLS,1780.16696394208
"895",COLS,489.401635670629
"876",SANL,2201.03570655119
"878",SANL,1932.03044586035
"891",COLS,2170.02749273207
"884",SANL,4909.2452750408
"1005",ROCK,3084.14905568392
"998",ROCK,510.443673744625
"1001",ASHB,618.955953110378
"996",ASHB,1249.96825652505
"992",ASHB,1765.87800929662
"977",MCAR,572.303159720584
"977",MCAR_S,572.303159720584
"975",MCAR,819.322625209081
"975",MCAR_S,819.322625209081
"978",MCAR,1010.72173902924
"978",MCAR_S,1010.72173902924
"990",MCAR,1346.63604036639
"990",MCAR_S,1346.63604036639
"988",WOAK,1880.33052167776
"965",WOAK,1687.62607153458
"985",WOAK,428.901891300628
"984",WOAK,1049.80713740503
"982",WOAK,852.334395942406
"980",19TH,805.861031562626
"980",19TH_N,805.861031562626
"971",19TH,153.561193895813
"971",19TH_N,153.561193895813
"969",12TH,387.743620559321
"946",LAKE,233.224476106476
"945",LAKE,992.683154861894
"941",19TH,1479.85773002335
"941",19TH_N,1479.85773002335
"942",19TH,1228.1132816973
"942",19TH_N,1228.1132816973
"940",MCAR,1992.80103800745
"940",MCAR_S,1992.80103800745
"973",MCAR,1257.26598754952
"973",MCAR_S,1257.26598754952
"916",ROCK,1776.16753584027
"915",ROCK,1169.54277053208
"919",ROCK,3743.8693723283
"913",ORIN,5132.65871902115
"912",FTVL,5759.8945637951
"922",FTVL,3217.56041873375
"937",FTVL,3716.39692624044
"999",ROCK,435.393396666367
"1000",ROCK,687.148289425824
"997",ASHB,1272.91197475408
"993",ASHB,1480.01141374185
"976",MCAR,352.330449904016
"976",MCAR_S,352.330449904016
"979",MCAR,1126.28532705367
"979",MCAR_S,1126.28532705367
"989",19TH,1554.77305277338
"989",19TH_N,1554.77305277338
"987",WOAK,651.799342396833
"966",WOAK,782.768832623484
"986",WOAK,544.213623259111
"983",WOAK,1339.85547149235
"981",12TH,778.485941216938
"970",19TH,299.057550961994
"970",19TH_N,299.057550961994
"968",12TH,304.066002704698
"967",12TH,885.050045276822
"972",MCAR,1364.16064062516
"972",MCAR_S,1364.16064062516
"904",FTVL,1870.35688073191
"903",COLS,2503.48573401277
"907",COLS,3965.74604610444
"911",FTVL,4782.59799093175
"885",COLS,4925.99494263834
"886",COLS,3421.65445000476
"900",COLS,1862.40625017428
"899",COLS,1766.92539449558
"894",COLS,743.69121949163
"877",SANL,1599.1013250594
"892",COLS,1861.76289565085
"893",COLS,1263.80380708658
"888",COLS,2761.32112981214
"887",SANL,4158.08599107555
"847",CAST,332.650126030517
"840",CAST,869.570980255778
"870",SANL,934.432950176889
"871",SANL,554.146215615277
"865",BAYF,2162.35145439949
"863",BAYF,759.914167299946
"860",SANL,4041.45951183911
"857",BAYF,1588.57660727322
"854",BAYF,1208.11188804635
"843",CAST,2262.87863567558
"883",SANL,3480.52052128537
"881",SANL,2473.97712948162
"879",SANL,1949.72881015834
"1035",PLZA,1172.87868624244
"1039",PLZA,1277.63336535881
"1037",PLZA,1866.18311729896
"1030",DBRK,3299.02453606609
"1031",NBRK,2686.95066571005
"1032",NBRK,1914.3760332354
"1029",DBRK,2539.75635765681
"1028",DBRK,1903.68567459702
"1014",NBRK,1900.45427425339
"1023",NBRK,428.325483232078
"1021",DBRK,619.05150009873
"1019",DBRK,1280.70442564265
"1008",DBRK,743.826112338544
"1017",NBRK,961.134745867399
"1015",NBRK,1401.36195634873
"1012",ASHB,829.369490843554
"1010",ASHB,1141.57066985262
"1006",ROCK,1936.30608782089
"1002",ASHB,173.794562620298
"995",ASHB,537.546592618779
"991",MCAR,2353.19681624821
"991",MCAR_S,2353.19681624821
"918",ROCK,3445.86603070322
"949",FTVL,1335.87278973947
"960",LAKE,1906.79654179696
"961",WOAK,2204.23724315877
"962",LAKE,2690.87034146708
"963",LAKE,3293.26325556019
"955",FTVL,2262.25206174173
"950",FTVL,1945.58420736388
"952",OAKL,3095.63331591847
"953",FTVL,4120.61043453439
"844",CAST,7435.39757019712
"845",CAST,3618.67761805717
"851",BAYF,3404.62316955668
"853",BAYF,1806.46908442255
"882",SANL,2833.42127623133
"880",SANL,2642.407758153
"1036",PLZA,960.723914057016
"1038",PLZA,2075.22319606628
"1034",NBRK,1480.76693671088
"1033",NBRK,1911.71143502536
"1027",DBRK,1362.40467767652
"1026",NBRK,825.543343163281
"1025",NBRK,815.771631448552
"1024",NBRK,1177.75885746604
"1022",NBRK,459.992264110607
"1020",DBRK,1049.97315727528
"1007",DBRK,1642.07875321872
"1018",DBRK,256.413346295601
"1016",NBRK,954.703337473578
"1013",ASHB,1377.32435814889
"1011",ASHB,717.829899068805
"1009",DBRK,1028.18656237311
"1004",ROCK,1303.34559862379
"1003",ROCK,1252.74799297306
"994",ASHB,1100.10668763778
"917",ROCK,2414.90597874655
"948",FTVL,2063.1506501329
"964",WOAK,2658.15683068323
"959",LAKE,2890.54351307855
"956",LAKE,3131.02829624266
"951",FTVL,2647.7955742978
"954",FTVL,2897.0119053007
"957",LAKE,4032.5553111479
"958",LAKE,3592.97510643284
"850",CAST,3220.99737598587
"852",CAST,2417.7018996758
"943",LAKE,2114.71057205515
"934",LAKE,1559.16442721092
"936",LAKE,2513.32169950994
"932",FTVL,2231.53400214478
"947",LAKE,1819.00539383991
"926",FTVL,332.986955029337
"929",FTVL,1568.13752580944
"924",FTVL,1566.90975071678
"923",FTVL,2485.45157085213
"909",FTVL,3628.6666370299
"906",FTVL,2385.03636457444
"925",FTVL,523.000546416714
"896",COLS,1622.31644000708
"802",UCTY,1080.37989425295
"796",SHAY,3876.1358087597
"792",UCTY,5275.86330737433
"800",UCTY,918.687738001671
"795",SHAY,4655.20462846567
"782",FRMT,2463.9460260327
"784",UCTY,2419.99185056421
"790",UCTY,5296.18250763884
"789",UCTY,3552.94938314011
"785",UCTY,3811.71698601361
"762",FRMT,1801.63707855195
"763",FRMT,1471.89794759351
"777",FRMT,1042.00709196834
"761",FRMT,3160.44757449763
"760",FRMT,2898.81078460547
"775",FRMT,2541.06115187301
"765",FRMT,3435.72433733025
"758",FRMT,4720.97595699402
"748",FRMT,11126.3785981858
"749",FRMT,9330.94468241426
"770",UCTY,5928.56588623612
"772",UCTY,6292.36171189347
"731",DUBL,2666.05064657698
"733",WDUB,1489.23399333948
"737",DUBL,1709.18358992239
"741",DUBL,2584.5109664019
"738",DUBL,3608.11621831969
"746",FRMT,14910.208890289
"839",HAYW,565.901906600335
"838",HAYW,1244.11985970211
"837",HAYW,1746.90866658783
"835",BAYF,2010.18681788466
"833",BAYF,3256.0510976605
"832",BAYF,2857.82596986946
"828",HAYW,567.193150777669
"823",CAST,2324.5515861181
"822",SHAY,3823.75489222939
"826",HAYW,2074.28412251455
"829",HAYW,1423.26502944902
"830",HAYW,2193.29956324173
"813",HAYW,3816.90945918684
"810",HAYW,7063.44695495695
"814",HAYW,3060.66081235392
"817",SHAY,1218.18624688995
"819",SHAY,953.876420130414
"804",UCTY,3237.95795222041
"807",SHAY,1919.04788483383
"806",SHAY,1852.01585521725
"809",SHAY,2854.57596668549
"803",UCTY,4229.48761525802
"849",CAST,1776.35024555364
"846",CAST,1315.24842706361
"848",CAST,1028.21918532853
"842",CAST,786.041987851897
"868",SANL,1922.2974139435
"869",SANL,1185.73987489278
"873",SANL,2430.30945757693
"872",SANL,786.493152609158
"867",SANL,1692.72931041055
"866",BAYF,2656.41401673343
"864",SANL,1956.63238040712
"862",BAYF,1824.24993854827
"861",SANL,2748.96830305571
"859",BAYF,2892.9410727101
"858",BAYF,1937.55024041763
"856",BAYF,348.960433394997
"855",BAYF,1546.5523976167
"820",UCTY,6946.9846120284
"821",SHAY,2417.16536284169
"841",CAST,1467.1051656758
"836",BAYF,2298.44188788853
"834",BAYF,3343.62565209851
"831",HAYW,2150.36333731471
"824",HAYW,2065.19391936528
"825",HAYW,1709.82796763072
"827",HAYW,1943.20456132808
"812",HAYW,2825.23219946756
"811",HAYW,3657.25301777169
"815",SHAY,2167.54159043879
"816",SHAY,2016.79830946799
"818",SHAY,1356.59785408427
"805",SHAY,2474.9932688949
"808",SHAY,2816.61732256748
"774",FRMT,3168.46614855631
"776",FRMT,1365.60521223945
"778",FRMT,755.629956439482
"780",FRMT,3595.71036603549
"779",FRMT,2543.12329552153
"756",FRMT,3913.90041074856
"764",FRMT,2423.1419076072
"766",FRMT,3591.46733877398
"759",FRMT,4364.69833419995
"757",FRMT,4833.13245884395
"755",FRMT,5351.43053362931
"753",FRMT,7033.37306249147
"754",FRMT,7179.20419511225
"1182",PITT,19710.099291566
"1177",DUBL,30881.7303549271
"1188",PITT,13435.6096735004
"1194",PITT,11943.4931553864
"1197",PITT,8667.63448704773
"1190",PITT,10442.0895423259
"1187",PITT,13391.1597038718
"1206",PITT,4799.05581417721
"1204",PITT,6686.9232736487
"1198",PITT,7283.94122304459
"1207",PITT,2870.36136306751
"1093",NCON,9096.73754655877
"1095",NCON,6673.08484677627
"1123",CONC,3833.43082005241
"1128",PHIL,2843.71877853178
"1130",PHIL,3026.71398788027
"1111",NCON,1642.58566790158
"1099",PITT,6502.28518099993
"1104",CONC,4702.21712108788
"1105",CONC,3586.40016397352
"1114",CONC,1297.14009324048
"1118",CONC,2502.43856086762
"1119",PHIL,2124.08176267115
"1134",PHIL,1292.63959865146
"1147",WCRK,3258.93027086191
"1162",WCRK,6182.18533260267
"1172",WDUB,3677.28024935028
"1169",WDUB,11712.5334415792
"743",DUBL,4574.93843964669
"729",DUBL,5934.33257632996
"742",DUBL,1788.42811023071
"745",DUBL,7507.34519768567
"725",DUBL,11510.4120017257
"720",DUBL,12168.3348093254
"728",DUBL,7622.3717407112
"722",DUBL,10674.0998449198
"716",DUBL,14769.6138767328
"717",DUBL,13483.0729849517
"723",DUBL,12866.5806777006
"724",DUBL,11517.1452279153
"726",DUBL,10146.6866963448
"747",FRMT,10507.7431286321
"771",UCTY,4731.70118043418
"768",UCTY,8839.87600485377
"773",FRMT,5202.04286730196
"767",FRMT,5200.13402229445
"730",DUBL,2043.74256642486
"732",WDUB,1505.71379416549
"734",WDUB,3488.30931900931
"735",WDUB,5181.78168067835
"736",WDUB,3499.33375235694
"740",DUBL,3660.32131041665
"739",DUBL,5082.11961425785
"744",DUBL,5594.92494282769
"715",DUBL,24334.6074106412
"719",DUBL,14137.2089440609
"721",DUBL,12136.3177437179
"718",DUBL,15074.7193470289
"727",DUBL,10462.9682615422
"797",UCTY,2459.94932814584
"793",SHAY,5560.68393092041
"791",SHAY,5588.57702680724
"798",UCTY,2708.028201736
"801",UCTY,514.186177798697
"794",SHAY,6363.61961347356
"781",FRMT,3319.66731341967
"783",UCTY,2572.34744906925
"787",UCTY,2612.73696393197
"799",UCTY,2240.2692326488
"788",UCTY,3719.04294397992
"786",UCTY,3292.54057657319
"1094",NCON,8553.10684067513
"1096",NCON,5029.3512710457
"1124",CONC,6703.00202264935
"1126",PHIL,6114.97536254917
"1125",PHIL,6796.17562744473
"1127",PHIL,4129.58754819292
"1121",PHIL,1914.02158295876
"1129",PHIL,1801.65374747803
"1122",CONC,2449.27808966193
"1113",CONC,820.869187668577
"1112",NCON,1317.27097898339
"1110",CONC,1470.44090889405
"1109",CONC,2866.32174156992
"1108",CONC,3865.78445471199
"1107",CONC,2652.21492563168
"1106",CONC,4953.9633759275
"1116",CONC,913.162866628354
"1115",CONC,942.576515282991
"1120",CONC,2311.01530941852
"1117",CONC,2212.48498640274
"1138",CONC,4158.09303673248
"1137",PHIL,2213.34311582883
"1140",PHIL,3322.89460392861
"1141",PHIL,4357.08054244711
"1133",WCRK,1601.46381646663
"1149",WCRK,2476.15112072136
"1144",WCRK,2344.95279038215
"1143",WCRK,2456.88610974997
"1142",WCRK,4005.83819642071
"1173",WDUB,5305.2770209592
"1174",WDUB,4356.65240056529
"1171",WDUB,6432.91939306918
"1163",WCRK,5849.02277848667
"1150",LAFY,1782.54857280391
"1148",WCRK,4754.35476081524
"1159",LAFY,6027.56875802708
"1181",PITT,27620.7530754193
"1180",PITT,23802.1286859729
"1185",PITT,18738.9849604864
"1179",PITT,25437.3985180474
"1178",PITT,21382.7021314623
"1189",PITT,10031.3335703105
"1183",PITT,15597.0369695259
"1191",PITT,11560.1360727058
"1192",PITT,10395.8857946298
"1193",PITT,9941.2290591002
"1184",PITT,16021.8627043032
"1205",PITT,7328.51649829299
"1203",PITT,4564.30666052441
"1199",PITT,5654.26189144891
"1196",PITT,7446.66440627447
"1200",PITT,3528.93384325607
"1209",PITT,2225.92463607588
"1208",PITT,501.341480232945
"1210",PITT,3760.29463323306
"1097",NCON,3286.17126197492
"1092",NCON,10201.6493865432
"1091",LAFY,13888.9467197162
"1072",RICH,3596.34990986546
"1054",DELN,1632.72125724129
