InputID,TargetID,Distance
"1065",RICH,1737.55698911879
"1056",RICH,1055.19234737195
"1061",RICH,923.921531657584
"1058",DELN,1639.59911755253
"1049",PLZA,1284.61670173972
"1052",DELN,783.558359639208
"1047",DELN,1387.64493527576
"1041",PLZA,129.494184829447
"1042",PLZA,709.854674113646
"1044",PLZA,2112.28118643355
"1412",RICH,28094.4450867828
"1132",LAFY,1280.48731438647
"1152",LAFY,2096.58506840587
"1151",LAFY,3234.09137007046
"1160",LAFY,8472.40604602869
"1158",LAFY,4670.02417193991
"1157",ORIN,5770.4415846462
"1156",ORIN,2374.32555039112
"1155",ORIN,2959.32575715785
"1154",ORIN,2758.82318139102
"1176",DUBL,15626.789401743
"1098",PITT,3634.5113475858
"1195",PITT,13361.2888698961
"1139",PHIL,5458.06646476813
"1100",PITT,7754.68232658524
"1088",DELN,13480.1324296838
"1087",ORIN,8879.31936150794
"1089",DELN,14281.9228953044
"1083",DELN,10170.3157053679
"1082",DELN,8713.7783612185
"1086",DELN,10573.5991143527
"1085",DELN,9442.80390372139
"1411",RICH,27191.9925841627
"1406",RICH,20823.9805522581
"1423",RICH,23155.1063091501
"1167",WDUB,11068.7594633673
"1168",WDUB,8484.64314500342
"1175",WDUB,6718.03405387475
"1161",WCRK,10549.0544990279
"1170",WDUB,10233.0663485307
"1164",WCRK,8607.00602655402
"1165",WCRK,10540.6600830711
"1166",WDUB,13525.3650165769
"1131",LAFY,4393.4112892533
"1153",ORIN,1343.9930600194
"1186",PITT,15135.1589336774
"1103",CONC,6618.95925887792
"1101",PITT,9635.34103868305
"1090",DELN,16222.193424646
"1084",DELN,8698.87066110797
"1078",DELN,5255.47229675252
"1074",DELN,5986.00925984223
"1068",RICH,3249.61424272931
"1070",RICH,4411.90981435099
"1413",RICH,30053.1711001429
"1414",RICH,32484.556340049
"1409",RICH,24349.4632695599
"1410",RICH,24734.4555900137
"1408",RICH,23481.4845571419
"1407",RICH,19574.4677542552
"1424",RICH,17804.7371149496
"1425",RICH,15442.8188725226
"1422",RICH,20556.1437812148
"1421",RICH,18477.0628987422
"1419",RICH,22876.2154082809
"1420",RICH,21590.4410357709
"1417",RICH,25221.4726059699
"1437",RICH,15255.9911871875
"1441",RICH,14997.9551985052
"1439",RICH,12050.2095488173
"1444",CIVC,14890.4787766033
"1449",CIVC,13241.6621367597
"1453",CIVC,16160.4563230094
"1454",CIVC,28219.8624884293
"1416",RICH,45388.7431740015
"1415",RICH,46236.0287633589
"1299",RICH,40167.1635560338
"1300",RICH,39201.2213822309
"1305",RICH,41772.2076079774
"1306",RICH,44238.4139962354
"1302",RICH,39773.1706585241
"1308",RICH,38331.5540313261
"1310",RICH,50899.9811628268
"1314",RICH,63721.9001370351
"1312",NCON,74524.2473032775
"1317",RICH,74327.157209715
"41",EMBR,2047.36725443266
"39",MONT,1869.38470328072
"37",MONT,1218.20380304183
"35",POWL,1442.08769988534
"33",POWL,1546.08442161594
"28",POWL,1027.37745479784
"25",MONT,837.82143313326
"24",EMBR,599.871282496516
"29",POWL,761.049598460786
"6",POWL,616.958289832022
"30",CIVC,780.843303908047
"8",CIVC,467.931052479808
"51",CIVC,3812.71929034821
"44",CIVC,2808.45666072216
"46",CIVC,1866.11378074389
"71",CIVC,3562.09556728542
"48",CIVC,2641.834842186
"75",CIVC,1225.62202708444
"72",CIVC,2383.93728498155
"74",CIVC,1872.21391816959
"1079",DELN,6586.47455395314
"1077",DELN,3228.77142748414
"1076",DELN,2215.88359439422
"1081",RICH,7652.02620569825
"1080",RICH,7036.95784337
"1069",RICH,5688.62706159939
"1071",RICH,3599.1671818504
"1073",RICH,4456.76037200586
"1067",RICH,2293.03192077101
"1066",RICH,2651.9286486801
"1075",DELN,3714.46096103164
"1055",DELN,1965.58153131145
"1064",RICH,1197.75721760725
"1057",RICH,398.024925220611
"1063",RICH,949.293163440796
"1062",RICH,3249.4340002192
"1060",RICH,994.599615772358
"1059",RICH,2746.76582396477
"1050",DELN,1187.50373078188
"1053",DELN,1021.58692692827
"1045",PLZA,2370.60292525383
"1051",DELN,346.012181423938
"1048",PLZA,707.433979701667
"1040",PLZA,558.822552666762
"1046",PLZA,1311.30220347726
"1043",PLZA,1370.93036758091
"1404",RICH,27360.3963560688
"1405",RICH,24742.9636644938
"1418",RICH,28813.0843633179
"1434",RICH,21618.2163481153
"1433",RICH,20142.1516573848
"1432",RICH,18993.1911971608
"1435",RICH,18569.8342231373
"1436",RICH,17633.896373922
"1296",RICH,42098.456858503
"1297",RICH,42509.9997540472
"1298",RICH,41249.4190157589
"1304",RICH,41618.9040644634
"1307",RICH,43383.0482453267
"1303",RICH,41402.9885574141
"1293",RICH,36348.6544388678
"1294",RICH,37724.9594856477
"1292",RICH,29915.7151327865
"1291",NCON,30740.4356101195
"1309",RICH,49365.0236384277
"1311",NCON,47099.1203645806
"1315",RICH,60150.424465383
"1313",RICH,68843.2927234314
"1316",RICH,78486.6070819115
"40",POWL,2488.07407792691
"38",EMBR,1404.36189333114
"36",MONT,1278.51502406131
"34",POWL,1890.04101897786
"32",CIVC,1339.67368899565
"27",MONT,919.122374824946
"26",MONT,613.211910760871
"31",CIVC,1036.45317029399
"7",POWL,432.152725871891
"9",CIVC,337.212977789289
"43",CIVC,3372.81124694813
"50",CIVC,3191.99461727677
"1440",RICH,16240.2939283466
"1438",RICH,13257.5664146781
"1447",MONT,10899.5912924978
"1445",RICH,12709.1145448476
"1446",EMBR,10907.0509220161
"1442",CIVC,18459.4298648986
"1443",CIVC,16620.1298139745
"1452",CIVC,19317.8750306096
"1450",CIVC,14598.7567133458
"1451",CIVC,17202.1451904078
"1448",CIVC,11213.50747965
"1301",RICH,39681.6101667263
"1295",RICH,39672.2584344023
"1431",RICH,17222.0803873779
"1427",RICH,14601.9070501193
"1426",RICH,12099.349466955
"1430",RICH,16568.834146384
"1429",RICH,14984.3643609645
"1428",RICH,13026.3127194085
"185",BALB,4223.59852299416
"69",16TH,2911.69154799317
"77",CIVC,1425.31908927977
"78",CIVC,1302.81696653187
"80",16TH,1486.70358468923
"87",16TH,2654.18948424194
"84",16TH,1681.74787222564
"82",16TH,1128.01049743047
"89",16TH,2505.59492989435
"107",16TH,723.576925212534
"42",EMBR,3778.51376624646
"93",GLEN,2599.54999901802
"103",16TH,1113.17525734608
"101",16TH,620.429445508936
"99",24TH,394.542194945571
"95",24TH,1720.92723300103
"97",24TH,992.552106754854
"129",GLEN,1420.42174699903
"130",GLEN,911.449878724596
"111",24TH,2850.16464420763
"112",16TH,2125.05121044716
"116",16TH,789.943928442893
"117",24TH,682.172633080057
"120",24TH,1073.19163088104
"139",24TH,2399.4445760884
"143",24TH,3109.66678190902
"144",24TH,3577.19362755717
"145",24TH,4145.27597645317
"148",24TH,4211.86514939759
"121",24TH,1332.14361346341
"123",24TH,949.729974194256
"125",24TH,1816.01983527728
"134",GLEN,583.868590838679
"137",GLEN,1147.44302769388
"138",24TH,2616.09222974689
"152",GLEN,2303.73348119766
"160",GLEN,1561.22883438941
"165",BALB,496.627981063519
"164",BALB,1320.08090177184
"163",BALB,1424.30991388159
"153",GLEN,3267.49786715663
"156",GLEN,3067.55390449418
"91",GLEN,3448.61143232192
"175",GLEN,4430.7684201945
"173",BALB,3940.22397651303
"172",BALB,3275.02926378762
"171",BALB,2544.8935572038
"170",BALB,2600.14402361323
"169",BALB,1944.66743523673
"133",BALB,807.922220589775
"168",DALY,1074.9680589532
"167",BALB,1170.73736516229
"184",DALY,5094.04107355216
"186",DALY,3823.09223915404
"179",DALY,6284.86156399599
"180",DALY,6930.80234546005
"182",DALY,5099.65924831454
"45",CIVC,2453.35858542778
"49",CIVC,2702.63957618325
"47",CIVC,2079.43992907292
"73",CIVC,1728.27946075459
"70",16TH,3492.80766004651
"68",16TH,3534.88641355527
"86",16TH,2302.51118636261
"76",CIVC,829.234763955846
"79",CIVC,834.91125491893
"85",16TH,1871.86138495422
"88",16TH,2500.13696694106
"81",16TH,1032.05201523987
"83",16TH,1735.18552221584
"106",16TH,397.600383499508
"105",16TH,450.215015606892
"104",16TH,843.138217957807
"94",16TH,1654.70164202418
"102",16TH,737.735368705768
"100",24TH,50.0898306608789
"98",24TH,1008.0169095595
"96",GLEN,1844.63579861295
"128",24TH,1078.61708405999
"127",GLEN,718.112300683231
"114",16TH,1643.18680366194
"113",24TH,1907.38995898465
"115",24TH,1305.95013038554
"118",24TH,409.533557340829
"119",24TH,714.09908641314
"141",24TH,2910.96377307185
"140",24TH,2952.99651931775
"147",24TH,3918.44193709153
"150",24TH,3503.00960990713
"122",24TH,1015.70992278653
"124",GLEN,1293.14876656377
"126",GLEN,1151.07078106128
"151",GLEN,3097.55576868635
"135",GLEN,1069.72168669934
"136",GLEN,1032.34236643788
"161",BALB,1146.47084385159
"162",BALB,1155.9620852458
"159",BALB,1863.53458180658
"155",GLEN,2965.19493147247
"154",GLEN,3411.32677700312
"90",16TH,3529.19853549618
"176",BALB,5078.79713716722
"174",BALB,4317.56705051294
"92",GLEN,2631.22602418331
"131",BALB,1719.64625226037
"132",BALB,1110.28869896908
"166",BALB,684.708063916719
"177",BALB,5229.0876361816
"178",BALB,5717.30573800784
"198",COLM,2015.33292912662
"199",COLM,1833.84018451078
"214",SSAN,1010.4141685665
"210",SBRN,2804.03022115905
"213",SBRN,1882.55741220299
"231",SSAN,2767.93154513865
"221",COLM,3200.56813087082
"226",SBRN,8809.10517888962
"228",SSAN,4690.79534369287
"233",SBRN,2614.38311040294
"235",SBRN,1633.72131518994
"238",SBRN,1472.63804412444
"142",24TH,2556.4031361209
"208",SSAN,3877.52958329812
"206",BALB,2616.34633909294
"205",BALB,1861.63707598484
"202",DALY,1494.62706647347
"204",DALY,487.666637926839
"191",DALY,1654.60401787561
"195",COLM,2170.14226690269
"193",COLM,1409.96248915414
"194",COLM,1172.96660197653
"197",COLM,2045.2794992571
"200",SSAN,1622.36778874969
"218",SSAN,1703.36957897739
"219",SSAN,2352.85234435225
"217",SSAN,1035.7844922073
"209",SSAN,2091.43199031009
"211",SBRN,2051.07172359146
"212",SBRN,1995.99989846465
"230",SSAN,2428.29402963634
"220",SSAN,3237.06549308531
"222",COLM,4194.0563155785
"223",SSAN,4730.69017873422
"224",SSAN,6349.62294264744
"225",SSAN,9977.61794125223
"227",SBRN,6290.72151386647
"229",SSAN,4111.62926735039
"232",SSAN,3538.03927814551
"236",SBRN,2608.50057915239
"237",SBRN,1625.71834607546
"234",SBRN,987.782721058563
"239",SFIA,992.976473698475
"240",MLBR,672.736596013811
"241",SFIA,1894.70447757411
"242",SFIA,2850.43644305965
"243",MLBR,1869.34123184778
"245",MLBR,1516.6582874127
"246",MLBR,2143.51002713901
"247",MLBR,2006.89656712398
"250",MLBR,2900.41776305003
"251",MLBR,4219.69765378898
"244",MLBR,989.847972196383
"248",MLBR,1487.72552778597
"249",MLBR,3891.45971558471
"253",MLBR,5056.20978481108
"258",MLBR,5520.5946758926
"260",MLBR,6416.67231515445
"256",MLBR,6855.65799478375
"280",MLBR,8037.68402143014
"187",DALY,3272.29426881423
"188",DALY,2395.03602164114
"189",DALY,1519.0803729894
"181",DALY,6333.96587504021
"183",DALY,4744.88835377447
"66",16TH,4323.76973896433
"62",16TH,5525.34023658241
"57",16TH,6370.37045473197
"64",16TH,4449.54540257776
"60",BALB,6642.73028509752
"54",DALY,8451.70309963312
"52",CIVC,5054.39655841789
"53",BALB,6008.87378940549
"190",DALY,5496.59797166071
"157",GLEN,2735.79211376615
"146",24TH,5443.75815927886
"65",16TH,4792.02566248256
"58",16TH,6320.00426841609
"67",16TH,3908.45150270842
"63",16TH,5079.51175661138
"61",16TH,5852.94629793905
"59",BALB,7298.70613099694
"55",BALB,8062.85066487271
"56",BALB,8422.15338358616
"158",GLEN,2152.05553883509
"149",24TH,4982.79119709645
"207",GLEN,3546.95289839308
"203",DALY,1009.14035662409
"192",DALY,1195.04352216842
"196",COLM,2413.52088471244
"201",COLM,343.177520065319
"547",FRMT,23277.2389442584
"542",FRMT,24577.6887600076
"558",FRMT,26180.1600469703
"556",FRMT,26315.580599512
"550",FRMT,24927.3502106418
"554",FRMT,25870.7499866591
"552",FRMT,26078.6929709556
"555",FRMT,26819.4260088337
"282",MLBR,8614.16326670404
"291",MLBR,8970.0540982526
"290",MLBR,10044.9684592649
"285",MLBR,10811.0396196876
"283",MLBR,9794.36111020757
"278",MLBR,9647.78501181319
"262",MLBR,7994.15844616036
"264",MLBR,9157.37006193002
"265",MLBR,9848.5121356937
"270",MLBR,12609.4942851202
"271",MLBR,11869.6689041762
"266",MLBR,10677.0603896081
"272",MLBR,12033.7064699042
"267",MLBR,11798.9705723745
"274",MLBR,10772.1500979692
"276",MLBR,11834.4550907118
"275",MLBR,12750.4206790737
"289",MLBR,11402.9668642828
"288",MLBR,12512.3000237139
"287",MLBR,13317.1599236846
"309",MLBR,15434.0390988714
"308",MLBR,15982.1540551661
"307",MLBR,14237.88741495
"306",MLBR,14744.9403415383
"304",MLBR,16120.22243761
"302",MLBR,17946.5002862135
"319",MLBR,18220.0359542722
"317",MLBR,18262.8614285415
"314",MLBR,19990.7830075491
"315",MLBR,18613.1864800492
"313",SHAY,19204.2832377492
"311",MLBR,13951.6080800903
"330",SHAY,20652.1432620101
"329",SHAY,21578.0567589727
"328",SHAY,21681.7233781315
"252",MLBR,4161.03106541382
"254",MLBR,6688.07087748881
"259",MLBR,5338.71539378418
"261",MLBR,6429.9207952161
"257",MLBR,7035.3141245669
"255",MLBR,7096.20363041536
"292",MLBR,9567.12794719964
"284",MLBR,10756.7484716673
"281",MLBR,8983.34929782065
"279",MLBR,8428.45218870065
"263",MLBR,8333.00424328578
"273",MLBR,12906.4287772965
"268",MLBR,11813.9151434882
"269",MLBR,12912.9705907446
"277",MLBR,11022.6163804114
"286",MLBR,12272.3585244039
"310",MLBR,15278.4902796039
"318",MLBR,17109.9917426008
"305",MLBR,15740.9473140028
"303",MLBR,18547.0478947594
"316",MLBR,17799.2399519294
"326",MLBR,19716.2800208049
"312",MLBR,14661.4573103024
"327",MLBR,21227.9201615569
"324",MLBR,20292.6943166086
"325",MLBR,19437.7506391562
"321",MLBR,20853.6988706285
"338",UCTY,18690.3756578701
"332",UCTY,15976.179087452
"334",UCTY,17762.1873363272
"337",UCTY,19175.9953581393
"341",UCTY,21413.1638614799
"294",MLBR,11290.8911765154
"297",MLBR,36483.8284218211
"336",UCTY,19113.6942455329
"340",UCTY,20632.5631973252
"343",UCTY,22260.5086357193
"344",UCTY,23101.6448109058
"345",UCTY,24119.5931410581
"346",UCTY,25131.1654754802
"298",MLBR,29178.9687728145
"300",MLBR,21536.690925368
"533",FRMT,27816.1797942948
"531",FRMT,29205.6253764438
"529",FRMT,30163.8509943347
"521",FRMT,31981.3348150707
"522",FRMT,32042.0758011146
"685",FRMT,34998.3537731702
"686",FRMT,34306.349243197
"681",FRMT,32110.9486156669
"579",FRMT,27645.7395061545
"564",FRMT,31712.4079580614
"561",FRMT,27691.8288136232
"562",FRMT,28096.783984249
"568",FRMT,32139.2523867248
"572",FRMT,32591.7493369356
"574",FRMT,30941.6113147587
"569",FRMT,32692.8310859558
"582",FRMT,30412.0085625961
"647",FRMT,30682.9799691111
"654",FRMT,36826.8067400354
"645",FRMT,29700.7771850864
"585",FRMT,27644.7403798321
"581",FRMT,28558.0117477594
"586",FRMT,27599.0390033631
"587",FRMT,27247.5940011963
"641",FRMT,27836.6563289205
"640",FRMT,27806.4960085367
"591",FRMT,25555.3056669402
"594",FRMT,24638.2257279603
"597",FRMT,23658.776897536
"632",FRMT,23252.255654985
"589",FRMT,25748.3625622868
"627",FRMT,21489.1142412628
"601",FRMT,21547.9932910477
"626",FRMT,20336.5327026339
"624",FRMT,19512.432428045
"560",FRMT,27158.6387340436
"559",FRMT,27633.8803771406
"537",FRMT,27143.4323576041
"536",FRMT,26874.2779941535
"534",FRMT,28140.6825444433
"532",FRMT,28473.6712085082
"528",FRMT,28812.9463725413
"527",FRMT,28991.8841442432
"526",FRMT,30241.0195965016
"530",FRMT,30411.2275804652
"519",FRMT,33347.108453106
"299",MLBR,22377.1338398806
"295",MLBR,7641.8317883632
"293",SBRN,12720.7791540486
"296",MLBR,16862.134502505
"546",FRMT,24017.2189452137
"541",FRMT,25602.3464198384
"540",FRMT,25451.3945940873
"557",FRMT,25973.8028069884
"549",FRMT,25175.1307801249
"548",FRMT,24182.673123902
"551",FRMT,24960.5099013754
"553",FRMT,26291.0996551943
"535",FRMT,26361.5684279471
"323",MLBR,20718.7011110504
"320",MLBR,20140.4794114861
"301",MLBR,19766.858096871
"322",MLBR,21730.7655371049
"342",MLBR,22910.4376646802
"339",UCTY,20164.5040528995
"331",UCTY,16644.3535165741
"333",UCTY,17149.9434691276
"335",UCTY,18398.59027191
"648",FRMT,31905.361397088
"652",FRMT,32243.7255091221
"655",FRMT,35528.8137284433
"588",FRMT,27118.7826418432
"638",FRMT,26816.6623226299
"639",FRMT,26891.2351188799
"593",FRMT,24145.7754653797
"592",FRMT,26029.7935056378
"590",FRMT,26376.6180205924
"595",FRMT,24492.6593210944
"596",FRMT,23461.6505890232
"630",FRMT,22881.6649667071
"631",FRMT,22290.3749334948
"633",FRMT,24290.5290737553
"634",FRMT,25688.6637461615
"635",FRMT,24993.2243586464
"636",FRMT,25754.8356494099
"629",FRMT,23575.8669965951
"637",FRMT,25870.8316467572
"628",FRMT,21241.4950535579
"605",FRMT,19533.745014547
"623",FRMT,19410.7075662378
"599",FRMT,21074.432033823
"600",FRMT,21297.3121837306
"621",FRMT,18540.0177002108
"616",FRMT,15538.5964117663
"619",FRMT,17379.3731614233
"614",FRMT,13519.9673303013
"612",FRMT,13012.6280228491
"402",FRMT,16936.4494268233
"421",FRMT,17298.0422212032
"414",FRMT,19274.6403077108
"443",FRMT,21075.4599864745
"437",FRMT,22117.6058098167
"444",FRMT,22063.1400965781
"439",FRMT,23469.5692641006
"436",FRMT,23386.9785005607
"466",FRMT,25222.7857304005
"461",FRMT,24795.0029364556
"462",FRMT,25608.4468600403
"477",FRMT,27062.2891955482
"520",FRMT,33800.1436489773
"523",FRMT,31979.1572733805
"524",FRMT,31650.8179067378
"683",FRMT,33371.4674376563
"684",FRMT,33625.9593367147
"687",FRMT,34944.5793413801
"525",FRMT,31245.4677857519
"682",FRMT,33160.8315447314
"563",FRMT,29305.4995182739
"578",FRMT,28427.7372719946
"580",FRMT,27246.6632132286
"577",FRMT,28711.8608176466
